Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-01-01 00:00:00+05:30,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1899999976158142,1000,0.0,0.0
2002-01-02 00:00:00+05:30,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1899999976158142,0,0.0,0.0
2002-01-03 00:00:00+05:30,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1899999976158142,0,0.0,0.0
2002-01-04 00:00:00+05:30,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1899999976158142,0,0.0,0.0
2002-01-07 00:00:00+05:30,0.1899999976158142,0.1899999976158142,0.1899999976158142,0.1899999976158142,0,0.0,0.0
2002-01-08 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,2000,0.0,0.0
2002-01-09 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0.0,0.0
2002-01-10 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0.0,0.0
2002-01-11 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0.0,0.0
2002-01-14 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0.0,0.0
2002-01-15 00:00:00+05:30,0.1599999964237213,0.1599999964237213,0.1599999964237213,0.1599999964237213,0,0.0,0.0
2002-01-16 00:00:00+05:30,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,5000,0.0,0.0
2002-01-17 00:00:00+05:30,0.12999999523162842,0.12999999523162842,0.12999999523162842,0.12999999523162842,0,0.0,0.0
2002-01-18 00:00:00+05:30,0.11500000208616257,0.11500000208616257,0.11500000208616257,0.11500000208616257,2000,0.0,0.0
2002-01-21 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10499999672174454,0.10499999672174454,8000,0.0,0.0
2002-01-22 00:00:00+05:30,0.10999999940395355,0.11999999731779099,0.10999999940395355,0.11999999731779099,15000,0.0,0.0
2002-01-23 00:00:00+05:30,0.125,0.125,0.10999999940395355,0.11999999731779099,10000,0.0,0.0
2002-01-24 00:00:00+05:30,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,0,0.0,0.0
2002-01-25 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,2000,0.0,0.0
2002-01-28 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,5000,0.0,0.0
2002-01-29 00:00:00+05:30,0.10499999672174454,0.11999999731779099,0.10499999672174454,0.10499999672174454,2000,0.0,0.0
2002-01-30 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,2000,0.0,0.0
2002-01-31 00:00:00+05:30,0.10000000149011612,0.125,0.10000000149011612,0.125,6000,0.0,0.0
2002-02-01 00:00:00+05:30,0.125,0.125,0.125,0.125,0,0.0,0.0
2002-02-04 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,3000,0.0,0.0
2002-02-05 00:00:00+05:30,0.10000000149011612,0.10000000149011612,0.10000000149011612,0.10000000149011612,2000,0.0,0.0
2002-02-06 00:00:00+05:30,0.10000000149011612,0.10999999940395355,0.10000000149011612,0.10999999940395355,3000,0.0,0.0
2002-02-07 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,3000,0.0,0.0
2002-02-08 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,2000,0.0,0.0
2002-02-11 00:00:00+05:30,0.11999999731779099,0.11999999731779099,0.11999999731779099,0.11999999731779099,2000,0.0,0.0
2002-02-12 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10499999672174454,0.10499999672174454,11000,0.0,0.0
2002-02-13 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,4000,0.0,0.0
2002-02-14 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10999999940395355,0.10999999940395355,5000,0.0,0.0
2002-02-15 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.10499999672174454,0.10499999672174454,4000,0.0,0.0
2002-02-18 00:00:00+05:30,0.10999999940395355,0.10999999940395355,0.10499999672174454,0.10499999672174454,18000,0.0,0.0
2002-02-19 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.0949999988079071,0.0949999988079071,17000,0.0,0.0
2002-02-20 00:00:00+05:30,0.09000000357627869,0.09000000357627869,0.08500000089406967,0.08500000089406967,15000,0.0,0.0
2002-02-21 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,4000,0.0,0.0
2002-02-22 00:00:00+05:30,0.09000000357627869,0.09000000357627869,0.08500000089406967,0.08500000089406967,15000,0.0,0.0
2002-02-25 00:00:00+05:30,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,5000,0.0,0.0
2002-02-26 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,10000,0.0,0.0
2002-02-27 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,12000,0.0,0.0
2002-02-28 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,10000,0.0,0.0
2002-03-01 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,0,0.0,0.0
2002-03-04 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,20000,0.0,0.0
2002-03-05 00:00:00+05:30,0.0949999988079071,0.0949999988079071,0.08500000089406967,0.08500000089406967,40000,0.0,0.0
2002-03-06 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,10000,0.0,0.0
2002-03-07 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,10000,0.0,0.0
2002-03-08 00:00:00+05:30,0.08500000089406967,0.0949999988079071,0.08500000089406967,0.0949999988079071,7000,0.0,0.0
2002-03-11 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,6000,0.0,0.0
2002-03-12 00:00:00+05:30,0.07999999821186066,0.07999999821186066,0.07999999821186066,0.07999999821186066,5000,0.0,0.0
2002-03-13 00:00:00+05:30,0.09000000357627869,0.09000000357627869,0.09000000357627869,0.09000000357627869,5000,0.0,0.0
2002-03-14 00:00:00+05:30,0.10499999672174454,0.10499999672174454,0.09000000357627869,0.09000000357627869,8000,0.0,0.0
2002-03-15 00:00:00+05:30,0.08500000089406967,0.08500000089406967,0.08500000089406967,0.08500000089406967,6000,0.0,0.0
